CIGAF_ID,Site.Name,Site.Description,Niche.Category,Aquatic.Niche,Species,Latitude,Longitude,Citation.Number,Year.Collected,Month.Collected,Letter.Month,Day.Collected,Country,ISO.code,Complete_date,Date,Simp_date,Hemisphere,Year.of.Publication,DOI,Citation,Province,Strain.Number,Full.Month,Host.common.name,Host_family,Host.species,N,Note,name,phylum,class,order,family,genus,min_temp,max_temp,ave_temp,prec_avg,Eco_name,Biome_name,Realm
1767,Fr-Cv-13,"Languedoc-Roussillon. Cevennes. Dept of Lozere. Le Pont-de-Montverd, Pont des Gravieres, la Borusse Stream, subsidiary of Le Tarn River  Elevation: 740m, Temp: 11 C",Lotic,river,Tectimyces leptophlebiidarum,44.36485833,3.684138889,100,2012,4,Apr,2,France,FRA,2-4-2012,01-4-2012,2012-Apr,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Languedoc-Roussillon,NA,April,Mayflies,Leptophlebiidae,NA,NA,NA,2558055,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Tectimyces,3.141597271,11.3041563,7.222876787,117.8463516,Western European broadleaf forests,Temperate Broadleaf & Mixed Forests,Palearctic
1768,Fr-Ar-16,"Midi-Pyrenees, Dept of Ariege. Stillon, Ruisseau des Cors Stream Elevation: 885 m, Temp: 7.6 C",Lotic,stream,Tectimyces leptophlebiidarum,42.76897222,1.284736111,100,NA,NA,NA,NA,France,FRA,NA,NA,NA,Northern Hemisphere,2013,https://doi.org/10.3852/13-129,"Valle, L. 2013a",Midi-Pyrenees,NA,NA,Mayflies,Leptophlebiidae,NA,NA,NA,2558055,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Tectimyces,NA,NA,NA,NA,Pyrenees conifer and mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1769,Ga-5,Seoane. Camping O'Courel. Rio Sabor. 591m 7.0 C,Lotic,river,Baetimyces ancorae,42.6423,-7.1364,101,2011,7,Jul,18,Spain,ESP,18-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Galicia,"Ga-5-Tr2040–2041, 2044–2045",July,Mayflies,Baetidae,NA,NA,NA,2558136,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Baetimyces,11.60072231,24.16046906,17.88059568,22.70623207,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1770,PT-4,Montesinho Natural Park. Tras-Os-Montes. Montezinho. Little creek in the village.  1003m 13.1C,Lotic,creek,Genistellospora homothallica,41.93823611,-6.764708333,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Tras-Os-Montes,NA,July,Blackflies,Simuliidae,Simulium sp. ,NA,NA,2558100,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Genistellospora,11.97999001,25.825634,18.902812,14.82846642,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1771,PT-5,Tras-Os-Montes- Portelo. Rio Tela. N-103-1 801m 12.9C,Lotic,river,Genistellospora homothallica,41.9266,-6.727780556,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Tras-Os-Montes,NA,July,Blackflies,Simuliidae,Simulium sp. ,NA,NA,2558100,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Genistellospora,12.64904785,26.85740089,19.75322437,12.63064289,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1772,PT-1,Rebordelo. Rio Rabac¸al (bridge). N-103.  381m 13.0C,Lotic,river,Genistellospora homothallica,41.75288611,-7.173833333,101,2011,7,Jul,16,Portugal,PRT,16-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Lisbon,NA,July,Blackflies,Simuliidae,NA,NA,NA,2558100,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Genistellospora,13.6561985,26.34837151,20.002285,14.39855289,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1773,PT-2,"Soeira, Vila Verde. Rio Tuela.  602m 11.0C",Lotic,river,Graminella bulbosa,41.84774444,-6.93445,101,2011,7,Jul,16,Portugal,PRT,16-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Vinhais,NA,July,Mayflies,Baetidae,NA,NA,NA,7915133,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Graminella,12.97094727,26.59728813,19.7841177,12.81639099,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1774,PT-1,Rebordelo. Rio Rabac¸al (bridge). N-103.  381m 13.0C,Lotic,river,Harpella melusinae,41.75288611,-7.173833333,101,2011,7,Jul,16,Portugal,PRT,16-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Tras-Os-Montes,NA,July,Blackflies,Simuliidae,NA,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,13.6561985,26.34837151,20.002285,14.39855289,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1775,PT-4,Montesinho Natural Park. Tras-Os-Montes. Montezinho. Little creek in the village.  1003m 13.1C,Lotic,creek,Harpella melusinae,41.93823611,-6.764708333,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Tras-Os-Montes,NA,July,Blackflies,Simuliidae,NA,NA,NA,5250266,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,11.97999001,25.825634,18.902812,14.82846642,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1776,PT-4,Montesinho Natural Park. Tras-Os-Montes. Montezinho. Little creek in the village.  1003m 13.1C,Lotic,creek,Lancisporomyces vernalis,41.93823611,-6.764708333,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Tras-Os-Montes,NA,July,Stoneflies,Nemouridae,Protonemoura sp.,NA,NA,2557963,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Lancisporomyces,11.97999001,25.825634,18.902812,14.82846642,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1777,ZM-1 ,"Puebla de Sanabria, Lago. Rio Tela.  900m 9.5C",Lotic,river,Legeriomyces dolabrae,42.05576389,-6.632613889,101,2011,7,Jul,17,Spain,ESP,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Zamora,ZM-6-(tr2024–2027,July,Mayflies,Baetidae,Baetis sp.,NA,NA,2558108,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Legeriomyces,11.82242393,26.3000412,19.06123257,14.70044708,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1778,PT-4,Montesinho Natural Park. Tras-Os-Montes. Montezinho. Little creek in the village.  1003m 13.1C,Lotic,creek,Legeriomyces ramosus,41.93823611,-6.764708333,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",North Region,Tr2035,July,Mayflies,Baetidae,Baetis rhodani,NA,NA,2558109,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Legeriomyces,11.97999001,25.825634,18.902812,14.82846642,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1779,PT-4,Montesinho Natural Park. Tras-Os-Montes. Montezinho. Little creek in the village.  1003m 13.1C,Lotic,creek,Legeriomyces ramosus,41.93823611,-6.764708333,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",North Region,Tr2035,July,Mayflies,Baetidae,Baetis rhodani,NA,NA,2558109,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Legeriomyces,11.97999001,25.825634,18.902812,14.82846642,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1780,PT-4,Montesinho Natural Park. Tras-Os-Montes. Montezinho. Little creek in the village.  1003m 13.1C,Lotic,creek,Orphella coronata,41.93823611,-6.764708333,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Tras-Os-Montes,PT-4-tr2022,July,Stoneflies,Nemouridae,Nemoura cinerea,NA,NA,2558113,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,11.97999001,25.825634,18.902812,14.82846642,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1781,PT-5,Tras-Os-Montes- Portelo. Rio Tela. N-103-1 801m 12.9C,Lotic,river,Orphella coronata,41.9266,-6.727780556,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Tras-os-Montes,tr2028–2031,July,Stoneflies,Nemouridae,Nemoura cinerea,NA,NA,2558113,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,12.64904785,26.85740089,19.75322437,12.63064289,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1782,Ga-2,"Lugo. Sta. Eufemia. Little Creek, 350 m above previous loc. 709m 8.2 C",Lotic,creek,Orphella lusitanica,42.57863333,-7.196875,101,2011,7,Jul,14,Spain,ESP,14-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Galicia,"Ga-2-Tr2005, Ga-2-:Tr2000–2001, tr2003–2004, tr2006",July,Stoneflies,Leuctridae,Leuctra sp.,NA,NA,8021635,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,11.25799942,23.87695885,17.56747913,23.16831017,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1783,PT-5,Tras-Os-Montes- Portelo. Rio Tela. N-103-1 801m 12.9C,Lotic,river,Orphella lusitanica,41.9266,-6.727780556,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Tras-os-Montes,PT-5-tr2023,July,Stoneflies,Leuctridae,Leuctra sp.,NA,NA,8021635,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,12.64904785,26.85740089,19.75322437,12.63064289,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1784,PT-4,Montesinho Natural Park. Tras-Os-Montes. Montezinho. Little creek in the village.  1003m 13.1C,Lotic,creek,Simuliomyces microsporus,41.93823611,-6.764708333,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Tras-os-Montes,NA,July,Blackflies,Simuliidae,NA,NA,NA,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,11.97999001,25.825634,18.902812,14.82846642,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1785,Ga-5,Seoane. Camping O'Courel. Rio Sabor. 591m 7.0 C,Lotic,river,Smittium inexpectans,42.6423,-7.1364,101,2011,7,Jul,18,Spain,ESP,18-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Galicia,Ga-5-tr2037  ,July,Nonbiting midges ,Chironomidae,Orthocladiinae sp.,NA,NA,2558016,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,11.60072231,24.16046906,17.88059568,22.70623207,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1786,PT-1,Rebordelo. Rio Rabac¸al (bridge). N-103.  381m 13.0C,Lotic,river,Smittium simulii,41.75288611,-7.173833333,101,2011,7,Jul,16,Portugal,PRT,16-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Lisbon,NA,July,Blackflies,Simuliidae,NA,NA,NA,11082418,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,13.6561985,26.34837151,20.002285,14.39855289,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1787,PT-4,Montesinho Natural Park. Tras-Os-Montes. Montezinho. Little creek in the village.  1003m 13.1C,Lotic,creek,Stachylina pleurospora,41.93823611,-6.764708333,101,2011,7,Jul,17,Portugal,PRT,17-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Tras-Os-Montes,"Pt-4-tr2032, tr2034,",July,Nonbiting midges ,Chironomidae,Eukiefferiella sp.,NA,NA,7837898,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,11.97999001,25.825634,18.902812,14.82846642,Northwest Iberian montane forests,"Mediterranean Forests, Woodlands & Scrub",Palearctic
1788,Ga-5,Seoane. Camping O'Courel. Rio Sabor. 591m 7.0 C,Lotic,river,Stachylina pleurospora,42.6423,-7.1364,101,2011,7,Jul,18,Spain,ESP,18-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Galicia,Ga-5-tr2038,July,Nonbiting midges ,Chironomidae,Cricotopus sp.,NA,NA,7837898,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,11.60072231,24.16046906,17.88059568,22.70623207,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1789,Ga-3,"Lugo. Ferreiros de Abaixo, Sierra de O'Courel. Little fall, Ferreiros stream, before Kantina. Splash zone.  536m 8.0 C",Lotic,stream,Tectimyces gallaecicus,42.60909444,-7.1753,101,2011,7,Jul,14,Spain,ESP,14-7-2011,01-7-2011,2011-Jul,Northern Hemisphere,2013,https://doi.org/10.3852/12-211,"Valle, L. 2013b",Galicia,"Ga-3-tr2009,
tr2007, tr2010",July,Mayflies,Leptophlebiidae,Habroleptoides sp.,NA,NA,8174991,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Tectimyces,11.92255497,24.59420967,18.25838232,22.66865349,Cantabrian mixed forests,Temperate Broadleaf & Mixed Forests,Palearctic
1790,NA,"Mayagyuez, University of Puerto Rico",NA,NA,Asellaria dactylopus,NA,NA,102,2006,10,Oct,24,Puerto Rico,PRI,24-10-2006,01-10-2006,2006-Oct,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Mayaguez,"PR-8-L15; PR11-L1?14, L2; PR-24-L3",October,Isopods,Armadilliidae,Venzillo sp.,NA,NA,2559506,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1791,NA,"Mayagyuez, University of Puerto Rico",NA,NA,Asellaria dactylopus,NA,NA,102,2006,10,Oct,30,Puerto Rico,PRI,30-10-2006,01-10-2006,2006-Oct,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Mayaguez,NA,October,Isopods,Armadilliidae,Venzillo sp.,NA,NA,2559506,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1792,NA,Parque de los Pro´ceres,NA,NA,Asellaria dactylopus,NA,NA,102,2006,12,Dec,29,Puerto Rico,PRI,29-12-2006,01-12-2006,2006-Dec,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Mayaguez,PR-24-L3,December,Isopods,Armadilliidae,Venzillo sp.,NA,NA,2559506,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1793,NA,"Plaza de la Cultura, under vegetation debris and humic soil",NA,soil,Asellaria dactylopus,NA,NA,102,2006,12,Dec,29,Dominican Republic,DOM,29-12-2006,01-12-2006,2006-Dec,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Santo Domingo,DR-8-L1–L3,December,Isopods,Armadilliidae,Venzillo sp.,NA,NA,2559506,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1794,NA,"Estancias de Miramar, in humic soil between rocks,",NA,soil,Asellaria jatibonicua,NA,NA,102,2006,10,Oct,12,Puerto Rico,PRI,12-10-2006,01-10-2006,2006-Oct,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Cabo Rojo,"PR-2-L1–L7, PR-2-L-9, 12-X-2006",October,Isopods,Philosciidae,Littorophiloscia culebrae,NA,NA,NA,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1795,NA,"State forest of Toro Negro, collected in humic soil",NA,soil,Asellaria jatibonicua,NA,NA,102,2006,10,Oct,14,Puerto Rico,PRI,14-10-2006,01-10-2006,2006-Oct,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Jayuya,PR-6- L1–L3,October,Isopods,Philosciidae,Littorophiloscia culebrae,NA,NA,NA,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1796,NA,University of Puerto Rico,NA,NA,Asellaria jatibonicua,NA,NA,102,2006,10,Oct,22,Puerto Rico,PRI,22-10-2006,01-10-2006,2006-Oct,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Mayaguez,"PR8-L2–L14 (PR-8-L10: Zygospores), PR-8-L16–7,",October,Isopods,Philosciidae,Littorophiloscia culebrae,NA,NA,NA,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1797,NA,University of Puerto Rico,NA,NA,Asellaria jatibonicua,NA,NA,102,2006,10,Oct,30,Puerto Rico,PRI,30-10-2006,01-10-2006,2006-Oct,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Mayaguez,"PR-12-L1,",October,Isopods,Philosciidae,Littorophiloscia culebrae,NA,NA,NA,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1798,NA,University of Puerto Rico,NA,NA,Asellaria jatibonicua,NA,NA,102,2006,9,Sep,15,Puerto Rico,PRI,15-9-2006,01-9-2006,2006-Sep,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Mayaguez,"PR-17-L1–L3,",September,Isopods,Philosciidae,Littorophiloscia culebrae,NA,NA,NA,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1799,NA,University of Puerto Rico,NA,NA,Asellaria jatibonicua,NA,NA,102,2006,9,Sep,2,Puerto Rico,PRI,2-9-2006,01-9-2006,2006-Sep,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Mayaguez,PR-14-L1–L3,September,Isopods,Philosciidae,Littorophiloscia culebrae,NA,NA,NA,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1800,NA,Collected in slopes and terrain with vegetation and humic soil,NA,soil,Asellaria jatibonicua,NA,NA,102,2006,12,Dec,2,Puerto Rico,PRI,2-12-2006,01-12-2006,2006-Dec,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Mayaguez,PR-26-L1–L3 (HOLOTYPE: FH. PR-26-L3),December,Isopods,Philosciidae,Littorophiloscia culebrae,NA,NA,NA,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1801,NA,Parque de los Proceres collected in garden terrain,NA,soil,Asellaria jatibonicua,NA,NA,102,2006,12,Dec,29,Puerto Rico,PRI,29-12-2006,01-12-2006,2006-Dec,Northern Hemisphere,2008,https://doi.org/10.1080/15572536.2008.11832504,"Valle, L., & Cafaro, M. 2008",Mayaguez,PR-24-L1–L2,December,Isopods,Philosciidae,Littorophiloscia culebrae,NA,NA,NA,Zygomycota,NA,Asellariales,Asellariaceae,Asellaria,NA,NA,NA,NA,NA,NA,NA
1802,DR 12,La Vega. Manabao. Arroyo Grande River. 890 m. 19 C.,Lotic,river,Genistellospora homothallica,19.073183,-70.790333,103,2006,12,Dec,2,Dominican Republic,DOM,2-12-2006,01-12-2006,2006-Dec,Northern Hemisphere,2010,https://doi.org/10.3852/09-028,"Valle, L., & Cafaro, M. 2010",La Vega,NA,December,Blackflies,Simuliidae,NA,NA,NA,2558100,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Genistellospora,13.16188145,23.67482948,18.41835546,79.53501129,Hispaniolan pine forests,Tropical & Subtropical Coniferous Forests,Neotropic
1803,DR 5,Monsenor Nouel. Bonao. Waterfall El Rodeo. 810 m. 19 C,Lotic,falls,Genistellospora homothallica,NA,NA,103,2006,11,Nov,30,Dominican Republic,DOM,30-11-2006,01-11-2006,2006-Nov,Northern Hemisphere,2010,https://doi.org/10.3852/09-028,"Valle, L., & Cafaro, M. 2010",Monsenor Nouel,NA,November,Blackflies,Simuliidae,NA,NA,NA,2558100,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Genistellospora,NA,NA,NA,NA,NA,NA,NA
1804,DR-15,"La Vega. Arroyo Cercado stream, 780 m, 20 C.",Lotic,stream,Genistellospora homothallica,19.086933,-70.680117,103,2006,12,Dec,2,Dominican Republic,DOM,2-12-2006,01-12-2006,2006-Dec,Northern Hemisphere,2010,https://doi.org/10.3852/09-028,"Valle, L., & Cafaro, M. 2010",La Vega,NA,December,Blackflies,Simuliidae,NA,NA,NA,2558100,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Genistellospora,15.41745758,26.05181503,20.73463631,91.97718811,Hispaniolan pine forests,Tropical & Subtropical Coniferous Forests,Neotropic
1805,DR 4,Monsenor Nouel. Bonao. Stream near Rio Blanco dam. 775 m. 19 C.,Lotic,stream,Harpella amazonica,18.882533,-70.544517,103,2006,11,Nov,30,Dominican Republic,DOM,30-11-2006,01-11-2006,2006-Nov,Northern Hemisphere,2010,https://doi.org/10.3852/09-028,"Valle, L., & Cafaro, M. 2010",Monsenor Nouel,NA,November,Blackflies,Simuliidae,NA,NA,NA,5250269,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,14.14222527,24.20133591,19.17178059,117.7589874,Hispaniolan pine forests,Tropical & Subtropical Coniferous Forests,Neotropic
1806,DR 6,Monsenor Nouel. Bonao. Little fall. 808 m. 21.5 C,Lotic,falls,Harpella amazonica,18.864667,-70.493067,103,2006,11,Nov,30,Dominican Republic,DOM,30-11-2006,01-11-2006,2006-Nov,Northern Hemisphere,2010,https://doi.org/10.3852/09-028,"Valle, L., & Cafaro, M. 2010",Monsenor Nouel,NA,November,Blackflies,Simuliidae,NA,NA,NA,5250269,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,17.89981079,28.07271957,22.98626518,136.0666046,Hispaniolan pine forests,Tropical & Subtropical Coniferous Forests,Neotropic
1807,DR-5,Monsenor Nouel. Bonao. Waterfall El Rodeo. 810 m. 19 C,Lotic,falls,Harpella tica,NA,NA,103,2006,11,Nov,30,Dominican Republic,DOM,30-11-2006,01-11-2006,2006-Nov,Northern Hemisphere,2010,https://doi.org/10.3852/09-028,"Valle, L., & Cafaro, M. 2010",Monsenor Nouel,NA,November,Blackflies,Simuliidae,NA,NA,NA,5250271,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,NA,NA,NA,NA,NA,NA,NA
1808,DR-10,La Vega. Manabao. Stream. 900 m. 19 C.,Lotic,stream,Harpella tica,19.071617,-70.80075,103,2006,12,Dec,2,Dominican Republic,DOM,2-12-2006,01-12-2006,2006-Dec,Northern Hemisphere,2010,https://doi.org/10.3852/09-028,"Valle, L., & Cafaro, M. 2010",La Vega,NA,December,Blackflies,Simuliidae,NA,NA,NA,5250271,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,12.78181267,23.29882431,18.04031849,76.81600189,Hispaniolan pine forests,Tropical & Subtropical Coniferous Forests,Neotropic
1809,DR-12,La Vega. Manabao. Arroyo Grande River. 890 m. 19 C.,Lotic,river,Harpella tica,19.073183,-70.790333,103,2006,12,Dec,2,Dominican Republic,DOM,2-12-2006,01-12-2006,2006-Dec,Northern Hemisphere,2010,https://doi.org/10.3852/09-028,"Valle, L., & Cafaro, M. 2010",La Vega,NA,December,Blackflies,Simuliidae,NA,NA,NA,5250271,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Harpella,13.16188145,23.67482948,18.41835546,79.53501129,Hispaniolan pine forests,Tropical & Subtropical Coniferous Forests,Neotropic
